Fecha,Destino,All_aboard,Cantidad de Fallecidos,Operador,Ac_type,passenger_fatalities,crew_fatalities
1997-12-13,"La Veriente, Bolivia",19,10,STAP,Swearingen SA-226T Metro II,9,1
1997-12-15,"Sharjah, United Arab Emirates",86,85,Tajikistan Airlines,Tupolev TU-154,77,8
1997-12-17,"Fotina, Greece",70,70,Aerosweet Airlines (LVOV),Yakovlev YAK-42,62,8
1997-12-19,"Near Palembang, Indonesia",104,104,SilkAir,Boeing B-737-300,97,7
1997-12-20,"Tanagra, Greece",5,5,Military - Greek Air Force,Lockheed C-130H Hercules,0,5
1997-12-27,"Atlantic Ocean, off Angola",5,5,Renan Airways,Antonov An-72,0,5
1997-12-28,Over the Pacific Ocean,393,1,United Air Lines,Boeing B-747-122,1,0
1997-12-31,"Rio Sidra, Panama",10,10,Parsa,Britten Norman BN-2A Trislander,9,1
1998-01-13,"Brno, Czech Republic",2,2,Aeroservice International,Let 410UVP,0,2
1998-01-13,"Tor Kach, Pakistan",51,51,Military - Ariana Afghan Airlines,Antonov AN-12BP,45,6
1998-01-27,"Yangon (Rangoon), Myanmar",45,16,Myanmar Airways,Fokker F-27 Friendship 600,15,1
1998-02-02,"Cagyan de Oro, Philippines",104,104,Cebu Pacific Air,McDonnell Douglas DC-9-32,99,5
1998-02-03,"Near Cavalese, Trento, Italy",2,0,Military - U.S. Marine Corps,Grummand EA-6B,0,0
1998-02-04,"Terceira, Portugal",7,7,Air Luxor,Antonov 12BP,0,7
1998-02-05,"Near Navafria, Spain",5,5,Military - Spanish Air Force,CASA 212-S1 Aviocar 100,0,5
1998-02-12,"Near Nasir, Sudan",57,27,Military - Sudan Air Force,Antonov AN-32,24,3
1998-02-16,"Taipei, Taiwan",196,196,China Airlines (Taiwan),Airbus A300-622R,182,14
1998-03-10,"Mombasa, Kenya",6,6,Air Memphis,Boeing 707-336C,0,6
1998-03-18,"Off Hsinchu, Taiwan",13,13,Formosa Airlines,Saab340B,8,5
1998-03-19,"Near Charasyab, Afghanistan",45,45,Ariana Afghan Airlines,Boeing B-727-228,32,13
1998-03-22,"Bacolod, Philippines",127,0,Philippine Air Lines,Airbus A.320-214,0,0
1998-03-28,"Piura, Peru",55,22,Fuerza Aérea del Peru,Antonov AN-32,22,0
1998-03-31,"Near Mexico City, Mexico",4,2,Linea Aérea Mexicana de Carga,Convair CV-240-53,0,2
1998-04-20,"Near Bogota, Colombia",53,53,Air France,Boeing B-727-230,43,10
1998-05-05,"Andoas, Peru",88,75,Fuerza Aérea del Peru,Boeing B-737-282,69,6
1998-05-12,"Near Nema, Mauritania",42,39,Military - Mauritanian Air Force,Xian Yunshuji Y-7-100C,32,7
1998-05-25,"Near Longtiang, Laos",26,26,Military - Lao People's Liberation Army Air Force,Yakovlev YAK-40,20,6
1998-05-25,"Indian Trail, North Carolina",5,5,Air Taxi - US Helicopters Inc.,Bell 206L-3,4,1
1998-05-26,"Near Erdenet, Mongolia",28,28,MIAT - Mongolian Airlines,Harbin Yunshuji Y-12 II,26,2
1998-06-18,"Montreal, Canada",11,11,Propair,Swearingen SA-226TC Metroliner II,9,2
1998-06-25,"Mt. Waialeale, Hawaii",6,6,Air Taxi - Ohana Helicopter Tours,Eurocopter AS-350-BA,4,2
1998-07-13,"Off Rasal, United Arab Emirates",8,8,ATI Aircompany,Ilyushin 76MD,0,8
1998-07-16,"Córdoba, Argentina",3,3,Alas del Sur,Rockwell Sabreliner 60,1,2
1998-07-17,"Asmara, Eritrea",10,10,Ukraine Aviation Transport Company,Ilyushin II-76,1,9
1998-07-23,"Pico de Orizaba, Mexico",4,4,Military - Mexican Air Force,Shorts SC-7 Skyvan 3-100,0,4
1998-07-27,"Southhampton, England",18,4,Plane Sailing,Consolidated PBY-5A Catalina,2,2
1998-07-28,"Barcelona, Spain",2,2,Swifair,Swearingen SA.227AC Metro III,0,2
1998-07-29,"Manacapuru River, Brazil",24,5,Selva Taxi Aero,Embraer 110 Bandeirante,4,1
1998-07-30,"Near Quiberon, France",15,15,Proteus Air / Private,Beechcraft 1900D / Cessna 177,12,3
1998-07-30,"Kochi, India",6,6,Alliance Airlines,Dornier 228-201,3,3
1998-08-04,"Kincolith, British Columbia, Canada",5,5,Harbour Air Seaplanes Ltd.,de Havilland Dash-2 Beaver,4,1
1998-08-11,"Saurimo, Angola",13,1,Alada,Antonov An-12BP,0,1
1998-08-19,"Foveaux Strait, New Zealand",10,5,Vincent Aviation,Cessna 402C,4,1
1998-08-21,"Near Ghorepani, Nepal",18,18,Lumbini Airways,de Havilland Canada DHC-6 Twin Otter 300,15,3
1998-08-24,"Pretoria, South Africa",2,1,Speed Service Couriers,DC-3-65TP,0,1
1998-08-24,"Manibagi, Myanmar",44,44,Myanmar Airways,Fokker F-27 Friendship 600,40,4
1998-08-29,"Quito, Ecuador",91,70,Cubana de Aviacion,Tupolev TU-154M,56,14
1998-09-02,"Off Peggy's Cove, Nova Scotia, Canada",229,229,Swissair,McDonnell Douglas MD-11,215,14
1998-09-02,Angola,24,24,Permaviatrans,Antonov AN-26,20,4
1998-09-09,"Port Alsworth, Alaska",5,5,Rusts Flying Service Inc.,de Havilland Dash-2 float plane,4,1
1998-09-10,"Islamabad, Pakistan",5,5,Military - Pakistan Air Force,Lockheed C-130B Hercules,0,5
1998-09-25,"Near Nador, Morroco",38,38,Paukn Air,British Aerospace BAe-146-100,34,4
1998-09-28,"Praia, Cape Verde",22,1,Cabo Verde Airlines,de Havilland Canada DHC-6 Twin Otter 300,1,0
1998-09-29,"Off Mannar, Sri Lanka",55,55,Lionair,Antonov AN-24RV,48,7
1998-10-02,"Near Canaima, Venezuela",27,1,Servivensa,Douglas DC-3C,0,1
1998-10-10,"Near Kindu, Congo",41,41,Congo Airline,Boeing B-727-30,38,3
1998-10-21,"Yerevan, Armenia",37,0,Ararat Avia,Yakovlev YAK-40,0,0
1998-10-25,"Rwenzori mountains, Uganda",11,4,TanaMana Aviation,Britten-Norman BN-2A-3 Islander,3,1
1998-11-01,"Near Quetzaltenango, Guatemala",18,11,Living Water Teaching Ministries Charter,Douglas DC-3C,9,2
1998-11-11,"Near Krasnoyarsk, Russia",13,13,Sakha Airlines,Antonov AN-12,7,6
1998-11-21,"Edgewater, Maryland",1,1,Private,Burgess RV-6 experimental,0,1
1998-12-07,"Baie-Comeau, Canada",10,7,Air Satellite,Britten-Norman Trislander,6,1
1998-12-11,"Near Surat Thani, Thailand",146,102,Thai Airways,Airbus A-310-204,91,11
1998-12-14,"Near Cuito, Angola",11,11,Khors Aircompany,Antonov AN-12BP,6,5
1998-12-22,"Medellín, Colombia",5,5,SELVA,Antonov 32B,2,3
1998-12-26,"Vila Nova, Angola",14,14,Transafrik,Lockheed Martin L-100-30 Hercules,10,4
1999-01-02,"Near Huambo, Angola",9,9,Transafrik - United Nations Charter,Lockheed L-100-30 Hercules,5,4
1999-01-12,"Guernsey, Channel Islands, England",2,2,Channel Express,Fokker F-27 Friendship 600,0,2
1999-01-13,"Geilenkirchen, Germany",4,4,Military - German Air National Guard,Boeing KC-135E,0,4
1999-01-13,"Mayne Island, British Columbia, Canada",2,2,Kelowna Flightcraft Air Charter,Douglas DC-3C,0,2
1999-01-16,"Coconut Island, QLD, Australia",4,3,Uzu Air,Britten Norman BN-2A-26,2,1
1999-01-21,"Bluefields, Nicaragua",28,28,Fuerza Aérea Nicaragua,Antonov AN-26,21,7
1999-02-02,"Luanda, Angola",14,14,Savannair,Antonov AN-12,10,4
1999-02-03,"Hoskins, Papua New Guinea",11,11,Airlink,Britten Norman BN-2A Trislander,10,1
1999-02-08,"Kinshasa,  Democratic Republic Congo",7,7,Air Karibu,Lockheed L-188A Electra,0,7
1999-02-24,"Rui'an, China",61,61,China Southwest Airlines,Tupolev TU-154,50,11
1999-02-25,"Genoa, Italy",31,4,Minerva Airlines,Dornier 328-110,3,1
1999-03-07,"New Delhi, India",19,19,Military - Indian Air Force,Antonov AN-32 Transport,15,4
1999-03-18,"Near Tame, Colombia",8,8,ALIANSA Colombia,Douglas DC-3C (C-47A-DK),5,3
1999-03-19,"Davis Inlet, Newfoundland, Canada",2,1,Provincial Airlines,de Havilland Canada DHC-6 Twin Otter 300,0,1
1999-04-07,"Ribeirao Preto, Brazil",5,5,Manacá Táxi Aéreo,Learjet 24D,0,5
1999-04-07,"Near Ceyhan, Turkey",6,6,Turkish Airlines (THY),Boeing 737-4Q8,0,6
1999-04-08,"Near Malaga, Colombia",5,5,Aerotaca,de Havilland Canada DHC-6 Twin Otter 300,3,2
1999-04-15,"Shanghi, China",3,3,Korean Air,McDonnell Douglas MD-11,0,3
1999-05-08,"Off Port Vila, Vanuatu",12,7,Vanair,de Havilland Canada DHC-6 Twin Otter 300,6,1
1999-05-24,"Kuching, Malaysia",5,5,Military - Malaysian Air Force,de Havilland Canada DHC-4A,0,5
1999-05-29,"Ol Kiombo, Kenya",2,2,Malindi Air Services,Let 410UVP-E,0,2
1999-06-01,"Little Rock, Arkansas",145,11,American Airlines,McDonnell Douglas MD-82,10,1
1999-06-03,"Near Khartoum, Sudan",50,50,Military - Sudan Air Force,Antonov 32,44,6
1999-06-09,"Coron, Philippines",1,1,Pacific Airways,Britten-Norman BN-2A-21 Islander,0,1
1999-06-09,"Juneau, Alaska",7,7,Air Taxi - Coastal Helicopters Inc.,Eurocopter AS-350BA,6,1
1999-06-17,"Goroka, Papua New Guinea",17,17,Airlink,Embraer 110P2 Bandeirante,15,2
1999-06-25,"Long Haul Lake, Manatoba, Canada",2,1,Blue Water Aviation Services,de Havilland Canada DHC-3 Otter,0,1
1999-07-01,"Luzamba, Angola",5,1,Savanair,Antonov 12B,0,1
1999-07-02,"Sittwe, Myanmar",8,8,Myanmar Airways,Fokker F-27 Friendship 600,4,4
1999-07-04,"Villavicencio, Colombia",18,5,LANC Colombia,Douglas DC-6A,5,0
1999-07-07,"Near Kathmandu, Nepal",5,5,Lufthansa Cargo Airlines,Boeing 727-243F,0,5
1999-07-09,"Toluca , Mexico",4,4,Aero Jet Express,Hawker Siddeley HS-125,2,2
1999-07-16,"Off Martha's Vineyard, Massachusetts",3,3,Private,Piper PA-32-R301 Saratoga II HP,2,1
1999-07-23,"Tokyo, Japan",517,1,All Nippon Airways,Boeing B-747,0,1
1999-07-23,"Near Orito, Colombia",7,7,Military - U.S. Army,de Havilland Canada DHC-7-102,0,7
1999-07-24,"Nasevou Village, Fiji",17,17,Air Fiji,Embraer 110P1 Bandeirante,15,2
1999-08-07,"Santo Antao, Cape Verde Islands",18,18,TACV-Cabo Verde Airlines,Dornier 228-201,16,2
1999-08-22,"Hong Kong, China",315,3,China Airlines (Taiwan),McDonnell Douglas MD-11,3,0
1999-08-24,"Hualian, Taiwan",96,1,Uni Air,McDonnell Douglas MD-90-30,1,0
1999-08-26,"Turtkul, Uzbekistan",33,2,Uzbekistan Airways,Yakovlev YAK-40,2,0
1999-08-31,"Buenos Aires, Argentina",103,63,"LAPA, Lineas Aereas Privadas Argentinas",Boeing B-737-204C,60,3
1999-09-05,"Near Kathmandu, Nepal",15,15,Necon Air,Hawker Siddeley HS-748-501 Super 2B,10,5
1999-09-14,"Girona, Spain",245,1,Britannia Airways,Boeing 757-204,1,0
1999-09-14,"Bucharest, Romania",13,7,Greek Government,Dassault Falcon 900B,7,0
1999-09-14,"Belelm, Brazil",2,2,Norte Jet Táxi Aéreo,Embraer 110 Bandeirante,0,2
1999-09-17,"Mt. Hidalgo, Mexico",5,5,Military - Mexican Air Force,Lockheed C-130A Hercules,0,5
1999-10-02,"Dhahran, Saudi Arabia",20,12,Aramco Associated Company,Bell 214ST helicopter,10,2
1999-10-24,"San Carlos, Venezuela",6,6,Military - Venezuelan Army,Arava 201,3,3
1999-10-25,"Aberdeen, South Dakota",6,6,Private charter,Gates Learjet 35,4,2
1999-10-31,"Off Nantucket Island, Massachusetts",217,217,EgyptAir,Boeing B-767-366ER,202,15
1999-11-09,"Near Uruapan, Mexico",18,18,TAESA,McDonnell Douglas DC-9-31,13,5
1999-11-12,"Near Pristina, Kosovo",24,24,Si Fly - U.N. charter,Aerospatiale Alenia ATR-42,21,3
1999-12-05,"Moscow, Russia",7,5,Tashkent Aircraft Production Corporation,Ilyushin 114T,0,5
1999-12-07,"Near Bayombang, Philippines",17,17,Asian Spirit,Let 410UVP,15,2
1999-12-10,"Kuwait City, Kuwait",94,3,Military - U.S. Air Force,Lockheed C-130H,3,0
1999-12-11,"Sao Jorge, Azores (Portugal)",35,35,SATA,British Aerospace APT,31,4
1999-12-21,"Guatemala City, Guatemala",314,16,Cubana de Aviacon,McDonnell Douglas DC-10-30,8,8
1999-12-22,"Great Hallingbury, United Kingdom",4,4,Korean Air,Boeing 747-2B5F,0,4
1999-12-24,"Amritsar, India / Kandahar, Afghanistan",189,1,Indian Airlines,Airbus A300B2-101,0,1
1999-12-25,"Bejuma, Venezuela",22,22,Cubana de Aviacion,Yakovlev YAK-42D,12,10
1999-12-25,"Near Simara, Nepal",10,10,Skyline Airways,de Havilland Canada DHC-6 Twin Otter,7,3
1999-12-29,"Near Zonguldak, Turkey",6,6,Ecuato Guineana de Aviacion,Antonov 28,4,2
2000-01-05,"Abuja, Nigeria",16,1,Skypower Express Airways,Embraer 110P1A Bandeirante,1,0
2000-01-10,"Niederhasli, Switzerland",10,10,Crossair,Saab 340B,7,3
2000-01-13,"Off Marsa el-Brega, Libya",41,22,Avisto,Shorts 360-300,21,1
2000-01-15,"San Jose, Costa Rica",20,5,TACA,Let 410UVP-E,4,1
2000-01-30,"Off Abidjan, Ivory Coast",179,169,Kenya Airways,AirbusA310-304,159,10
2000-01-31,"Off Point Mugu, California",88,88,Alaska Airlines,McDonnell Douglas MD-83,83,5
2000-02-16,"Sacramento, California",3,3,Emery Worldwide,McDonnell Douglas DC-8-71F,0,3
2000-03-05,"Burbank, Calilfornia",142,0,Southwest Airlines,Boeing B-737-3T5,0,0
2000-03-09,"Moscow, Russia",9,9,Vologodskiye Airlines,Yakovlev YAK-40,4,5
2000-03-17,"Near Kuna Yala, Panama",10,10,Aeroperlas,de Havilland Canada DHC-6 Twin Otter 300,8,2
2000-03-17,"Ennadai Lake, Canada",2,2,Points North Air Services,Douglas C-47A-5-DK,0,2
2000-03-22,"Herreira, Spain",7,7,Military - Ejército del Aire,CASA 212-DE Aviocar 200,0,7
2000-03-24,"Kadirana, Sri Lanka",8,6,Sky Cabs,Antonov AN-12 (freighter),0,6
2000-03-25,"Huambo, Angola",33,3,Uralex,Antonov AN-32,3,0
2000-03-30,"Near Anuradhapura, Sri Lanka",40,40,Military - Sri Lankan Air Force,Antonov An-26,36,4
2000-04-05,"Marianna, Florida",3,3,Bankair,Learjet 35A,0,3
2000-04-19,"Samal Island, Philippines",131,131,Air Philippines,Boeing B-737-2H4,124,7
2000-04-19,"Pepa ,Congo",24,24,Military - Centrafricain Airlines,Antonov AN-8,20,4
2000-04-29,"Bapi, Papua New Guinea",4,4,North Coast Aviation,Britten-Norman BN-2A-20 Islander,1,3
2000-05-02,"Lyon Satolas, France",5,2,Northern Executive Aviation,Learjet 35A,0,2
2000-05-03,"Kurupung, Guyana",1,1,Trans Guyana Airways,Britten-Norman BN-2A-9 Islander,0,1
2000-05-10,"Kaunakakai, Hawaii",6,6,Price Aircraft Company,Rockwell Sabreliner 65,4,2
2000-05-17,"Moanda, Gabon",10,3,Avirex,Beechcraft 1900C-1,2,1
2000-05-21,"Near Wilkes-Barre, Pennsylvania",19,19,Executive Airlines,BAe Jetstream 3101-31,17,2
2000-05-25,"Near Manila, Philippines",298,1,Philippine Air Lines,Airbus A.330-301,1,0
2000-05-31,"Off Whyalla, Australia",8,8,Whyalla Airlines,Piper PA-31-350 Navajo,1,7
2000-06-05,"Accra, Ghana",52,7,Ghana Airlink,Fokker F-27 Friendship 600,7,0
2000-06-22,"Shitai, China",44,44,Wuhan Airlines,Xian Yunshuji Y-7-100C,40,4
2000-06-23,"Boca Raton, Florida",3,3,Universal Jet Aviation,Learjet 55,1,2
2000-06-27,"Off Shimano, Japan",5,5,Military - Japanese Air Self-Defence Force,Kawasaki C-1A,0,5
2000-07-02,"Off Cagayancillo, Philippines",15,14,Military - Philippine Air Force,GAF Nomad N-22C,10,4
2000-07-08,"Near Villahermosa, Mexico",19,19,Aerocaribe,British Aerospace  BAe Jetstream 32EP,17,2
2000-07-09,"Villavicencio, Colombia",19,13,CORAL Colombia,Curtiss C-46A-60-CS,9,4
2000-07-13,"Raleigh, North Carolina",3,1,Win Win Aviation,de Havilland Canada DHC-6 Twin Otter 200,0,1
2000-07-17,"Patna, India",58,55,Indian Airlines/Alliance Airlines,Boeing B-737-2A8 Advanced,49,6
2000-07-19,"Linneus, Maine",2,2,Airwave Transport,Grumman G-159 Gulfstream I,0,2
2000-07-20,"Nassau, Bahamas",2,2,Allied Air Freight,Douglas C-47A-10-DK,0,2
2000-07-21,"Maui, Hawaii",7,7,Blue Hawaiian Helicopters,Aerospatiale AS355-F1,6,1
2000-07-25,"Gonesse, France",109,109,Air France,Aerospatiale BAe Concorde 101,100,9
2000-07-27,"Jodhura, Nepal",25,25,Royal Nepal Airlines,de Havilland Canada DHC-6 Twin Otter 300,22,3
2000-08-02,"Cubatao, Brazil",6,6,Air taxi - Lider Air Taxi,Sikorsky S-76,5,1
2000-08-06,"Puerto Montt, Chile",14,14,Military - Fuerza Aérea de Chile,Casa 212-AB10 Aviocar,10,4
2000-08-09,"Burlington Township, New Jersey",11,11,Patuxent Airways / Private,Piper Navajo PA-31/ Piper Seminole PA-44,8,3
2000-08-12,"Near Tshikapa, Congo",27,27,Staer Air,Antonov AN-26B,21,6
2000-08-23,"Off Manama, Bahrain",143,143,Gulf Air,Airbus A320-212,135,8
2000-09-02,"Mount Montezuma, Colombia",7,7,Military - Fuerza Aérea Colombiana,Douglas C-47,0,7
2000-09-04,"Near Burketown, Australia",8,8,Charter - Central Air,Beechcraft SKA 200,7,1
2000-09-16,"Kumarapura, Sri Lanka",14,14,Military - Sri Lanka Air Force,Mil Mi-17,12,2
2000-10-06,"Reynosa, Mexico",88,0,Aeromexico,McDonnell Douglas DC-9-31,0,0
2000-10-08,"Port Radium, Northwest Territories, Canada",3,3,Summit Air Charters,Shorts SC.7 Skyvan 3-100,1,2
2000-10-10,"Wichita, Kansas",3,2,Bombardier Aerospace,Canadair CL-600-2B16 Challenger 604,0,2
2000-10-16,"Hillsboro, Missouri",3,3,Private,Cessna 335,2,1
2000-10-19,"Near Sam Neua, Laos",17,8,Lao Aviation,Harbin Yunshuji Y-12-II,8,0
2000-10-25,"Near Batumi, Republic of Georgia",86,86,Military - Russian Air Force,Ilyushin IL-18D,75,11
2000-10-31,"Taipei, Taiwan",179,83,Singapore Airlines,Boeing B-747-412,79,4
2000-10-31,"Near Monaquimbundo, Angola",44,44,Aca-Ancargo,Antonov AN-26,39,5
2000-11-07,"Luabo, Democratic Republic Congo",11,2,Malu Aviation,Antonov 32B,1,1
2000-11-09,"Fort Wayne, Indiana",1,1,Superior Aviation,Swearingen SA.226TC Metro II,0,1
2000-11-15,"Near Luanda, Angola",57,57,Asa Pesada,Antonov AN-26,52,5
2000-11-20,"Miami, Florida",114,1,American Airlines,Airbus A300-600R,0,1
2000-12-11,"Near Sumacal, Beni, BO",6,6,Servicio Aereo Manchupo,Cessna 206,5,1
2001-01-04,"Zheng Zou AB, China",16,16,Military - People's Liberation Army,Shaanxi Yunshuji Y-8/Yunshuji Y-8,0,16
2001-01-08,"Near Silimo, Indonesia",9,9,Military - Tentara Nasional Indonesia Navy,CASA 212-MP Aviocar 200,0,9
2001-01-23,"Eider Point, Alaska",2,2,Majestic Air Cargo,Douglas C-47A-30-DK (DC-3C),0,2
2001-01-25,"Ciudad Bolivar, Venezuela",24,24,Rutaca Airlines,Douglas DC-3C (C47A-DL),20,4
2001-01-27,"Byers, Colorado",10,10,North Bay Charter,Beech King Air 200 Catpass,8,2
2001-01-31,"El Yopal, Colombia",6,3,Lineas Aereas Suramericanas,Sud Aviation SE-210 Caravelle 10R,2,1
2001-02-08,"Nurnberg, Germany",3,3,E.A.S. Aeroservizi,Learjet 35A,1,2
2001-02-08,"Beaver Island, Minnesota",6,2,Northern Illinois Flight Center,Swearingen SA.227AT Merlin IVC,0,2
2001-02-10,"Jakobkondre, Suriname",10,10,Gum Air Charter,GAF Nomad N24A,9,1
2001-02-27,"Near Granton Harbour, Scotland",2,2,Loganair,Shorts 360-100,0,2
2001-03-03,"Unadilla, Georgia",21,21,Military - Florida Army National Guard,Short 360,18,3
2001-03-03,"Bangkok, Thailand",5,1,Thai Airways,Boeing B-737-4D7,0,1
2001-03-15,"Medina, Saudi Arabia",174,3,Vnukovo Airlines,Tupolev 154M,2,1
2001-03-24,"Gustavia, St. Barthélémy, French West Indies",19,19,Air Caraibes,de Havilland Canada DHC-6 Twin Otter,17,2
2001-03-26,"Jadura, Indonesia",3,3,Merpati Nusantara Airlines,Fokker F-27 Friendship 500F,0,3
2001-03-29,"Near Aspen, Colorado",18,18,Jetwingsco Inc. - Private Charter,Grummand Gulfstream III,15,3
2001-04-07,"Thanh Tranh Village, Vietnam",16,16,SFC Vietnam - Charter - Full Account,Mil Mi-18 Helicopter,13,3
2001-04-28,"Near Roque Perez, Argentina",10,10,Private - Techint  group,Cessna  208B Grand Caravan,8,2
2001-05-16,"Malatya, Turkey",34,34,Military - Turkish Air Force,CASA CN-235M-10,28,6
2001-05-17,"Near Sari, Iran",30,30,Faraz Qeshm Airlines,Yakovlev YAK-40,25,5
2001-05-17,"Mendoza, Argentina",5,5,Fuerza Aérea Argentina,Fokker F-27 Friendship 400M,0,5
2001-05-22,"Near Myakotino, Russia",7,7,Military - Russian Air Force,Antonov 12MGA,0,7
2001-06-15,"Jayapura, Indonesia",19,1,Manunggal Air,Transall C-160NG,1,0
2001-07-04,"Near Irkutsk, Russia",145,145,Vladivostokavia,Tupolev TU-154M,136,9
2001-07-05,"Off Chinhae, South Korea",12,8,Private  - Daewoo Shipbuilding,Sikorsky S-76B helicopter,7,1
2001-07-12,"Near Puerto Cabello, Venezuela",13,13,Private - Overtec Company,Antonov AN-28 PZL-Mielec M-28 Sky Truck,10,3
2001-07-14,"Near Moscow, Russia",10,10,Russ Air Transport Company,Ilyushin IL-76,0,10
2001-08-05,"Reykjavík, Iceland",3,3,Naske Air,Dassault Falcon 20C,1,2
2001-08-10,"Near Meadview, Arizona",7,6,Papillon Grand Canyon Helicopters of Las Vegas,Aerospatiale AS350 Eurocopter  helicoper,5,1
2001-08-23,"Mugogo, Democratic Republic Congo",11,4,Victoria Airlines,Antonov 28,2,2
2001-08-24,"Ithaca, New York",2,2,Ameristar Jet Charter,Learjet 25,0,2
2001-08-24,"Lajes, Terceira, Azores",304,0,Air Transat,Airbus A-330-243,0,0
2001-08-29,"Near Malaga, Spain",47,4,Binter Mediterráneo,CASA  CN-235-200,3,1
2001-09-11,"Arlington, Virginia.",64,64,American Airlines,Boeing B-757-223,58,6
2001-09-11,"New York City, New York",92,92,American Airlines,Boeing 767-223ER,81,11
2001-09-11,"New York City, New York",65,65,United Air Lines,Boeing B-767-222,56,9
2001-09-11,"Shanksville, Pennsylvania",44,44,United Air Lines,Boeing B-757-222,37,7
2001-09-12,"Near Chichen Itza, Mexico",19,19,Aero Ferinco Charter,LET 410UVP,17,2
2001-09-15,"Belo Horizonte, Brazil",82,1,TAM (Brazil),Fokker 100,1,0
2001-09-18,"Guatemala City, Guatemala",13,9,Atlantic Airlines,LET 410UVP-E,8,1
2001-10-04,"Sochi, Russia",78,78,Sibir Airlines,Tupolev Tu-154M,66,12
2001-10-08,"Mollet Lake, Quebec, Canada",7,3,Air Saint Maurice Inc.,de Havilland DHC-2 Mk 1 Beaver,2,1
2001-10-08,"Milan, Italy",114,114,Scandinavian Airlines (SAS) / Private,MD-87 / Cessna 525A Citation II,106,8
2001-10-10,"Off Valencia, Spain",10,10,Flightline,Swearingen SA-226AT Merlin IV,8,2
2001-10-10,"Dillingham, Alaska",10,10,PenAir,Cessna 208 Caravan,9,1
2001-10-11,"Shamattawa, Canada",3,2,Perimeter Airlines,Swearingen SA.226TC Metro I,0,2
2001-10-18,"Anchorage, Alaska",5,3,ERA Aviation - Air Taxi,Bell 206L,2,1
2001-11-12,"Belle Harbor, Queens, New York",260,260,American Airlines,Airbus A-300-605R,251,9
2001-11-19,"Kalyazin, Russia",27,27,Charter - IRS Aero,Ilyushin 18V,18,9
2001-11-22,"Pittsburgh, Pennsylvania",2,2,Universal Jet Aviation,Learjet 25B,0,2
2001-11-23,"Palade, Estonia",17,2,ELK Aviation Co. (leased from Eminex),Antonov AN-28,2,0
2001-11-24,"Birchwil, Switzerland",33,24,Crossair,BAE Avro RJ100,21,3
2001-11-27,"Port Harcourt, Nigeria",13,1,MK Airlines,Boeing 747-246F,0,1
2001-12-01,"Near Novaya Inya , Russia",18,18,"Military - Russian, cargo",Ilyushin IL- 76TD,9,9
2001-12-14,"Geti, Democratic Republic Congo",6,6,Eagle Air,Let 410A,4,2
2001-12-16,"Near Medellin, Colombia",16,16,Heliandes,Let 410UVP-E,14,2
2001-12-26,"Bremerhaven, Germany",9,8,BAL Bremerhaven Airline,Britten Norman BN-2B Trislander,7,1
2002-01-04,"Birmingham, England",5,5,Agco Corp,Canadair CL-604,3,2
2002-01-09,"Shamsi AFB, Pakistan",7,7,Military - U.S. Air Force,Lockheed Hercules KC-130R,0,7
2002-01-14,"Bilbao, Spain",3,3,Ibertrans Aérea,Embraer EMB-120 Brasilia,0,3
2002-01-15,"Chilpancingo, Mexico",17,5,Procuraduría General de la República,de Havilland DHC-6 Twin Otter 300,5,0
2002-01-16,"Near Solo, Indonesia",62,1,Garuda Indonesia Airlines,Boeing B-737-3Q8,0,1
2002-01-17,"Near La Bonita, Ecuador",26,26,Petroproducción,Fairchild FH-227E,21,5
2002-01-27,"Near Luena, Angola",40,5,Military - Angolan  Air Force,Antonov AN-12,3,2
2002-01-28,"Near Ipiales, Colombia",92,92,TAME,Boeing B-727-134,83,9
2002-02-12,"Near Khorramabed, Iran",117,117,Iran Air Tours,Tupolev TU-154,108,9
2002-02-15,"Monrovia, Liberia",10,1,Tiramavia,Antonov 12BP,0,1
2002-02-21,"Lakhta, Russia",20,17,Military - Russian Navy,Antonov AN-26,12,5
2002-02-22,"Off Dumaguete, Philippines",10,10,Military - U.S. Army,MH-47 Chinook helicopter,4,6
2002-03-09,"Monte Rotondo, Italy",3,3,Svedijos Prekés,Antonov 2TP,1,2
2002-03-14,"Near Placetas, Cuba",17,17,Charter - Aerotaxi,Antonov AN-2,15,2
2002-03-17,"Off Djibouti, Republic of Djibouti",4,4,Djibouti Airlines,Let 410UVP-E,0,4
2002-04-12,"Palma de Mallorca, Spain",2,2,Tadair,Swearingen SA.227AC Metro III,0,2
2002-04-15,"Busan, South Korea",166,128,Air China,Boeing B-767-200ER,120,8
2002-04-19,"Popayán, Colombia",8,3,SELVA Colombia,Antonov AN-32A,3,0
2002-04-28,"Near Abakan, Russia",20,8,Private,Mi-8 helicopter,6,2
2002-05-04,"Kano, Nigeria",77,74,EAS Airlines (Executive Airline Services),BAC One-Eleven 525FT,67,7
2002-05-07,"Near Tunis, Tunisia",62,14,EgyptAir,Boeing B-737-566,11,3
2002-05-07,"Off Dalian, China",112,112,China Northern Airlines,McDonnell Douglas MD-82,103,9
2002-05-21,"Near Calabar, Nigeria",5,5,Sky Executive Air Services,LET 410UVP,0,5
2002-05-25,"Off Penghu Island, Taiwan",225,225,China Airlines (Taiwan),Boeing B-747-209B,206,19
2002-05-25,"Near Nabire, Indonesia",6,6,Trigana Air Service,de Havilland Canada DHC-6 Twin Otter 300,2,4
