Fecha,Destino,All_aboard,Cantidad de Fallecidos,Operador,Ac_type,passenger_fatalities,crew_fatalities
1944-12-07,"Orlivka, Ukraine",16,16,Aeroflot,Lisunov LI-2,11,5
1944-12-15,English Channel,3,3,Military - U.S. Army Air Forces,UC-64A Noorduyn Norseman,2,1
1945-01-06,"Near Dinjan, India",4,4,China National Aviation Corporation,Douglas C-47,0,4
1945-01-10,"Burbank, California",24,24,American Airlines,Douglas DC-3,21,3
1945-01-14,China,6,4,China National Aviation Corporation,Douglas C-47,0,4
1945-01-16,"Near Kunming, China",3,3,China National Aviation Corporation,Douglas C-47,0,3
1945-01-31,"Redesdale, Australia",10,10,Australian National Airways,Stinson Model A,8,2
1945-02-02,"Near Montieri, Italy",26,23,Military - U.S. Army Air Forces,Douglas C-47-DL,21,2
1945-02-06,"Nunters Burgh, England",23,23,Military -Royal Air Force,Douglas C-47 Dakota,19,4
1945-02-13,"Off Oakland, California",24,24,Military - U.S. Navy,Douglas R4D-6,21,3
1945-02-15,"Lagoa Santa, Brazil",11,11,Navegacao Aerea Brasileira,Lockheed 18 Loadstar,7,4
1945-02-23,"Snezka mountains, Poland",8,8,Military - German Army,Junkers 52/3m,8,0
1945-02-23,"Marion, Virginia",22,17,American Airlines,Douglas DC-3,15,2
1945-02-23,"Casablanca, Morocco",30,13,Military - United States Army Air Force,Curtiss C-46A,13,0
1945-03-27,"Coral Sea, off Australia",24,24,Military - U.S. Air Force,Douglas C-47A-90-DL,20,4
1945-04-09,"Kunming, China",3,3,China National Aviation Corporation,Douglas C-47,0,3
1945-04-14,"Morgantown, West Virginia",20,20,Pennsylvania Central Airlines,Douglas DC-3,17,3
1945-04-19,"Near Perth, Australia",13,13,Military - U.S. Navy,Douglas DC-3,11,2
1945-04-20,"Near Steinreich, Germany",20,18,Lufthansa,Junkers JU-53/3m,15,3
1945-04-20,"Sweetwater, Texas",25,25,Military - U.S. Army Air Forces,Douglas C-47-DL,22,3
1945-04-21,"Near Piesenkofen, Germany",21,21,Deutsche Lufthansa,Focke-Wulf FW 200,16,5
1945-04-23,"North Barrule, Isle of Man, England",31,31,Military - U.S. Air Force,B17G Flying Fortress,26,5
1945-04-27,Washington D.C.,13,6,Page Airways,Lockheed 18 Lodestar,6,0
1945-05-05,"Manus Island, New Guinea",21,21,Military - U.S. Army Air Forces,Douglas C-54E-DO (DC-4),15,6
1945-05-06,"Hindhead, England",30,30,Military - U.S. Army Air Forces,Curtiss-Wright C-46D-CU,25,5
1945-05-09,"Roye, France",31,31,Military -Royal Air Force,Avro Lancaster,25,6
1945-05-13,"Iran Jayas, New Guinea",23,20,Military - U.S. Army Air Forces,Douglas C-47B-DK,16,4
1945-05-30,"Off Drewin, Ivory Coast",21,21,Military - U.S. Army Air Forces,Douglas C-47B-dK,18,3
1945-06-15,China,3,3,China National Aviation Corporation,Douglas C-47,0,3
1945-06-24,"Gealdton, Australia",11,2,Mac Robertson Miller Airlines,de Havilland DH-86A,1,1
1945-07-11,"Near Kisumu, Kenya",28,28,Military - South African Air Force,Douglas C-47,24,4
1945-07-12,"Near Florence, South Carolina",10,3,Eastern Air Lines / Military - U.S. Army Air Corps,Douglas DC-3-201C /  Army A-26,1,2
1945-07-28,"New York, New York",3,3,Military - U.S. Army Air Forces,North American B-25D bomber,1,2
1945-08-01,"Near San Luis Potosi, Mexico",12,12,Lineas Aereas Mineras,Boeing 247D,9,3
1945-08-03,"Fort de France, Martinique",14,4,Pan American World Airways,Sikorsky S-43 (flying boat),4,0
1945-08-11,"Ixtaccihuati, Mexico",16,16,Mexicana,Douglas DC-2-243,12,4
1945-09-07,"Florence, South Carolina",22,22,Eastern Air Lines,Douglas DC-3,19,3
1945-09-11,"Near Milne Bay, New Guinea",11,11,Military - Royal Australian Air Force,Douglas C-47A,7,4
1945-09-15,"Near Kansas, Missouri",24,23,Military - U.S. Army Air Forces,Douglas C-47B-DK,20,3
1945-09-18,"Puncak Jaya, Papua New Guinea",29,29,Military - Royal Australian Air Force,Douglas C-47B-5-DK,26,3
1945-09-28,"Near Chihkiang, China",20,20,Military - United States Army Air Force,Curtiss C-46D,17,3
1945-10-05,"Lakeland, Florida",15,2,National Airlines,Lockheed 18 Lodestar,2,0
1945-10-05,"Elvetham, England",23,23,Military -Royal Air Force,Consolidated LB-40-A Liberator,18,5
1945-10-07,"Rennes, France",26,26,Military - Royal Air Force,Short Stirling IV,20,6
1945-10-13,"Melsbroek, Belgium",31,31,Military -Royal Air Force,Consolidated LB-30-A Liberator,25,6
1945-10-16,"Near Peking, China",59,59,Military - U.S. Army Air Forces,Curtiss-Wright C-46F-CU,55,4
1945-10-20,"Between Shanghi and Canton, China",31,31,China National Aviation Corporation,Douglas C-47,28,3
1945-10-20,"Timor Sea, Atlantic Ocean",25,25,Military - Royal Australian Air Force,Douglas C-47B,21,4
1945-10-23,"Near Chiringa, India",14,14,Military - Royal Air Force,Douglas C-47B,12,2
1945-10-24,"Tarapoto, Peru",5,5,Faucett,Faucett F-19,4,1
1945-10-24,"Valetta, Malta",16,9,BOAC,Douglas C-47 Skytrain (DC-3),9,0
1945-10-30,"Chihchiang, China",50,45,Military - U.S. Army Air Forces,Curtiss-Wright C-46A-CK,44,1
1945-11-01,"Herrenalb, Germany",30,26,Military - U.S. Army Air Forces,Douglas C-47A-DK,22,4
1945-11-03,"Near Chuka, India",44,44,Military - U.S. Army Air Forces,Douglas C-54G,40,4
1945-11-07,"Near Grants, New Mexico",3,1,National Skyway Freight Co.,Budd RB-1 Conestoga,0,1
1945-11-09,"Near Boccadi, Italy",24,24,Military - U.S. Army Air Forces,Douglas C-47A-DL,20,4
1945-11-11,"Near Picinisco, Italy",20,20,Military - U.S. Army Air Forces,Boeing B-17G,16,4
1945-11-11,"Near Castel, Libya",29,29,Military -Royal Air Force,Short Stirling,22,7
1945-11-13,"Near Tacloban, Philippines",17,16,Australian National Airways,Douglas C-48,13,3
1945-11-15,Near Jacquinot Bay  New Guinea,28,28,Military - Royal Australian Air Force,Douglas C-47 Dakota-DK,25,3
1945-11-22,"White's Farm, England",27,27,Military -Royal Air Force,Consolidated LB-30A Liberator,22,5
1945-12-03,"Near Rochefort , France",28,28,Military -Royal Air Force,Consolidated LB-30A Liberator,23,5
1945-12-05,Off the Florida coast,14,14,Military - U.S. Navy,Five Grumman TBM Avengers,0,14
1945-12-05,"Off Smyrna, Bahamas",13,13,Military - U.S. Navy,Martin PBM Mariner,0,13
1945-12-08,"Near Billings, Montana",21,17,Military - U.S. Army,Douglas C-47,15,2
1945-12-18,"Voksenkollen, Norway",17,17,Military - Royal Air Force,Douglas C-47B,13,4
1945-12-25,"Bangui, French Equatorial Africa",8,8,Air France,Lockheed 18 Lodestar,5,3
1945-12-25,"Near Dudinka, Russia",10,10,Polyarnya Aviatsiya,Douglas DC-3,6,4
1945-12-30,"New York City, New York",12,1,Eastern Air Lines,Douglas DC-3,1,0
1946-01-06,"Birmingham, Alabama",11,3,Pennsylvania Central Airlines,Douglas DC-3,0,3
1946-01-14,"Near Netrubezh, Russia",22,22,Aeroflot,Lisunov Li-2,17,5
1946-01-15,"Marseilles, France",25,23,Military -Royal Air Force,Douglas C-47 Dakota,19,4
1946-01-18,"Cheshire, Connecticut",17,17,Eastern Air Lines,Douglas DC-3-201E,14,3
1946-01-19,"Crowsnest Pass, Alberta, Canada",7,7,Mililtary - Royal Canadian Air Force,Douglas DC-3 Dakota,0,7
1946-01-31,"Mt. Elk, Wyoming",21,21,United Air Lines,Douglas DC-3-194H,18,3
1946-02-05,"Negros, Philippines",20,20,Military - U.S. Army Air Forces,Douglas C-47,16,4
1946-03-03,"Live Oak Springs, California",27,27,American Airlines,Douglas DC-3-227B,24,3
1946-03-05,"Near Prague, Czechoslovakia",15,12,Ceskoslovenske Aerolinie,Junkers JU-52/3m,10,2
1946-03-10,"Off Hobart, Tasmania",25,25,Australian National Airways,Douglas DC-3 (C-47DL),21,4
1946-03-19,"Hobart Mills, California",26,26,Military - U.S. Army Air Forces,Douglas C-47B,23,3
1946-03-23,"Off Ceylon, Cocos Islands, Indian Ocean",10,10,British Overseas Airways /Qantas,Avro 691 Lancastrian 1,5,5
1946-04-01,"near Craigavad, Northern Ireland",6,6,Railway Air Services Ltd.,de Hvilland 89A Dragon Rapide,4,2
1946-04-05,"Rabat, Malta",4,4,Military - Royal British Navy,Vickers Wellington bomber,0,4
1946-04-22,"La Liberiad, Nicaragua",21,20,TACA,Lockheed 14 Super Electra,17,3
1946-05-16,"Richmond, Virginia",27,27,Viking Air Transport,Douglas DC-3,25,2
1946-05-22,"Oslo, Norway",14,13,DNL Norwegian Air Lines,Junkers JU-52/3m,10,3
1946-06-01,"Off Amalfi, Italy",38,30,Military - U.S. Army Air Forces,Douglas C-54-DO (DC-4),26,4
1946-06-09,"Taboga Island, Panama",23,23,Military - U.S. Army Air Forces,Douglas C-54D-DC (DC-4),17,6
1946-06-09,"Near Abeokuta, Nigeria",18,18,Military -Royal Air Force,Douglas C-47 Dakota,12,6
1946-06-29,"Pau, France",3,2,Air France,Junkers Ju-52/3m,0,2
1946-07-09,"Holyoke, Massachusetts",25,25,Military - U.S. Army Air Forces,Boeing B17G,21,4
1946-07-11,"Reading, Pennsylvania",6,5,Trans Continental and Western Air,Lockheed L-049 Constellation,0,5
1946-07-13,"Tsinan, China",49,13,Central Air Transport,Curtiss C-46,11,2
1946-07-17,"Cuenca, Ecuador",30,30,ANDESA,Curtiss C-46D-10-CU,27,3
1946-07-18,"Goodland, Kansas",13,13,Military - U.S. Army Air Corps,Douglas C-47,10,3
1946-07-25,"Bassein, Burma",22,22,Military -Royal Air Force,Douglas C-47 Dakota,18,4
1946-08-07,"Oslo, Norway",16,3,British European Airways,Douglas C-47A-10-DK,0,3
1946-08-09,"Lakehurst, New Jersey",6,4,Atlantic Central Airlines,Lockheed 18-56 Lodestar,2,2
1946-08-14,"Malta-Luqa, Malta",5,1,BOAC,Douglas C-47A,0,1
1946-08-20,"Rouen, France",9,8,British Overseas Airways,Avro 691 Lancastrian 1,0,8
1946-08-21,"Moline, Illinois",25,2,Trans Luxury Airlines,Douglas C-47-DL,0,2
1946-08-31,"Near Prince Rupert, British Columbia, Canada",7,7,Queen Charlotte Airlines,Supermarine Stranraer (flying boat),3,4
1946-09-03,"Holtug, Denmark",22,22,Air France,Douglas DC-3 (C-53D-DO),17,5
1946-09-04,"Le Bourget, France",26,20,Air France,Douglas DC-3,18,2
1946-09-05,"Elko, Nevada",22,21,Trans-Luxury Airlines,Douglas DC-3 (C-47-A5-DL),18,3
1946-09-07,"Bathurst, Gambia",24,24,British South American Airways,Avro 685 York I,20,4
1946-09-07,"Nome, Alaska",4,4,Mt. McKinley Airfreight,Douglas C-47A,2,2
1946-09-17,"Brussels, Belgium",7,1,Sabena,Douglas C-47-DL,0,1
1946-09-18,"Near Gander, Newfoundland",44,27,Sabena,Douglas DC-4-1009,21,6
1946-09-19,"Near Tripoli, Libya",25,25,Military -Royal Air Force,Avro Lancaster,19,6
1946-09-20,"Lochi Mountain, China",28,28,China National Aviation Corporation,Curtiss Wright C-46,25,3
1946-09-25,Near Hong Kong International Airport,19,19,Military - Royal Air Force,Douglas C-47B-25-DK,14,5
1946-09-27,"Near Milngavie, Stirlingshire, Scotland",7,7,Railway Air Service Ltd.,de Havilland 89A Dragon Rapide,5,2
1946-09-27,"Rio Doce, Brazil",25,25,Panair do Brasil,Douglas DC-3A-228D,22,3
1946-10-03,"Stephenville, Newfoundland",39,39,American Overseas Airlines,Douglas C-54E-5-DO,31,8
1946-10-06,"Off Penang, Malaya",21,21,Military -Royal Air Force,Avro 685 York 1,15,6
1946-10-07,"Apeldoorn, The Netherlands",1,1,Military - Royal Netherlands Naval Air Service,Fairey Firefly MK1,0,1
1946-10-08,"Cheyenne, Wyoming",41,2,United Air Lines,Douglas DC-4,2,0
1946-10-10,"Near Sefrou, Morocco",16,16,Air Ocean,Junkers Ju-52/3m,11,5
1946-10-17,"Laramie, Wyoming",13,13,National Air Transport Services,Douglas DC-3,10,3
1946-10-23,"Gebel Kalamoun, Egypt",24,1,Socotra,Junkers JU-52/3m,1,0
1946-11-01,"St Leger-la-Montagne, France",27,23,CTA Languedoc Roussillon,AAC-1 Toucan,20,3
1946-11-11,"Cleveland, Ohio",20,2,United Air Lines,Douglas DC-3 (C-53D-DO),0,2
1946-11-13,"Lebec, California",11,11,Western Airlines,Douglas C-53D-DO (DC-3),8,3
1946-11-13,"Near Cofre de Perote, Mexico",15,15,Empressa Commun. Aéreas de Veracruz,Douglas DC-3,12,3
1946-11-14,"Amsterdam, Netherlands",26,26,KLM Royal Dutch Airlines,Douglas C-47A-90 DL (DC-3),21,5
1946-11-16,North Pacific Ocean,23,23,Military - U.S. Army Air Forces,Douglas C-47,15,8
1946-11-26,"San Jose, Costa Rica",22,22,Lineas Aéreas Costarricenses  LACSA,Douglas DC-3 (C-47A-90-DL),20,2
1946-11-30,"El Palomar, Argentina",18,5,Fuerza Aérea Argentina,Vickers 620 Viking 1,2,3
1946-12-10,"Near Osaka, Japan",24,24,Military - U.S. Army Air Forces,Curtiss-Wright C-46F-CU,19,5
1946-12-10,"Toledo, Washington",32,32,Military - U.S. Marine Corps,Curtiss-Wright R5C-1,29,3
1946-12-14,"Mt. Banahaur, Philippines",14,12,Far Eastern Air Transport,Douglas DC-3 (C-47-B-1-DK),9,3
1946-12-17,"Caribbean, Atlantic Ocean",7,7,Winged Cargo Inc.,Douglas C-47A,5,2
1946-12-23,"Near Rio de Janeiro, Brazil",21,21,FAMA (Argentina),Avro  685 York I,15,6
1946-12-24,"Near San Diego, California",12,12,Western Airlines,Douglas DC-3 ( C-53D-DO),9,3
1946-12-25,"Near Wusong, Jiangsu, China",34,13,CNAC,Curtiss C-47,10,3
1946-12-25,"Near Shanghai, China",30,20,CNAC,Douglas DC-3,17,3
1946-12-25,"Shanghai, China",11,11,CATA,Douglas C-47,7,4
1946-12-28,"Walshville, Illinois",2,2,Kansas City Southern Skyways,Douglas C-47A,0,2
1946-12-28,"Near Shannon, Ireland",23,13,Trans Continental and Western Air,Lockheed 049 Consellation,9,4
1946-12-28,"Michigan City, Indiana",21,2,American Airlines,Douglas DC-3 (C-50A-DO),0,2
1947-01-03,"Sao Paulo, Brazil",14,11,Panair do Brasil,Sikorsky S-43B (flying boat),8,3
1947-01-05,"Tsingtao, China",43,43,China National Aviation Corporation,Curtis C-46,38,5
1947-01-05,"Carmel, New Jersey",23,3,Nationwide Air Transport,Douglas DC-3,2,1
1947-01-11,"Near Lympne, England",16,8,British Overseas Airways,Douglas C-47A-1-DK,4,4
1947-01-11,"Off Laoag, China",42,7,Far Eastern Air Transport,Douglas DC-4 (C-54A-DO),7,0
1947-01-12,"Near Galax, Virginia",19,18,Eastern Air Lines,Douglas DC-3,15,3
1947-01-14,"Near Puebla, Mexico",21,21,Military - Mexican Air Force,Lockheed C-60 Lodestar,17,4
1947-01-22,"Puesto Araujo, Colombia",17,17,AVIANCA,Douglas DC-3 ( C-47-DO),13,4
1947-01-25,"Croydon, Surrey, England",23,12,Spencer Airways / Ceskoslovenske Aerolinie,Douglas C-47 / Douglas DC-3,11,1
1947-01-25,"Chongqing, China",19,19,China National Aviation Corporation,Douglas DC-3,16,3
1947-01-25,Hong Kong,4,4,Philippine Air Lines,Douglas C-47A,0,4
1947-01-26,"Copenhagen, Denmark",22,22,KLM Royal Dutch Airlines,Douglas C- C47A-30DK,18,4
1947-01-28,"Near Hankow, China",26,25,China National Aviation Corporation,Curtiss C-46,23,2
1947-02-01,"Near Lisbon, Portugal",20,19,Air France,Douglas DC-3C,14,5
1947-02-05,"Harrington, Delaware",3,1,International Air Freight,Douglas DC-3,0,1
1947-02-06,"Pedro Bernardo, Spain",11,11,Aerovias Cuba International,Douglas C-54B-15-DO,8,2
1947-02-14,"Denver, Colorado",2,2,Slick Airways,Curtiss C-46E,0,2
1947-02-15,"Near Bogota, Colombia",53,53,AVIANCA,Douglas DC-4,49,4
1947-02-15,"Off Terracina, Italy",16,16,Military - Corrieri Aerei Militari,Savoia-Marchetti SM-95,10,6
1947-02-26,"China Sea, Pacific Ocean",12,12,Military - Royal Air Force,Douglas C-47B,9,3
1947-03-05,"Near Georgia, USSR",23,23,Aeroflot,Doublas C-47,19,4
1947-03-08,"L'isola di Ischia, Italy",13,13,Military - Royal Air Force,Douglas C-47B,10,3
1947-03-08,"Cordillera, Colombia",9,9,VIARCO,Douglas C-47-DL,5,4
1947-03-14,"Mt. Moucherolles, France",23,23,Air France,Douglas DC-3 (C-47A-90-DL),18,5
1947-03-17,"Near Medellin, Colombia",8,8,TACA,Lockheed 18 Lodestar,5,3
1947-03-18,"Negombo, Sri Lanka",15,11,Military - Royal Air Force,Avro York C1,7,4
1947-04-08,"Near Caracas, Venezuela",27,27,Linea Aeropostal Venezolana,Douglas C-47A,24,3
1947-04-13,"Off Dakar, Senegal",15,6,British South American Airways,Avro 685 York I,6,0
1947-04-22,"Columbus, Georgia",10,10,Delta Air Lines,Douglas DC-3 (C-47DL) /Vultee BT-13,8,2
1947-04-28,"Near Vancouver, British Columbia, Canada",15,15,Trans Canada Air Lines,Lockheed 18 Loadstar,12,3
1947-05-04,"Near Nicoya, Guanacaste, Costa Rica",11,11,TACA,Lockheed 18 Loadstar,9,2
1947-05-11,"Delaware Bay, New Jersey",4,4,Trans Continental and Western Air,Lockheed L-049 Constellation,0,4
1947-05-16,"Near Khabarovsk, Russia",22,22,Aeroflot,Douglas DC-47,17,5
1947-05-29,"La Guardia Airport, Queens, New York",48,43,United Air Lines,Douglas C-54B,41,2
1947-05-29,"Atsugi, Japan",40,40,Military - U.S. Army Air Forces,Douglas C-54D-DC (DC-4),33,7
1947-05-29,"Hjedinsfjordur, Iceland",25,25,Flugefelag,Douglas DC-3,21,4
1947-05-30,"Port Deposit, Maryland",53,53,Eastern Air Lines,Douglas C-54B-15-DO,49,4
1947-06-04,"Near Gemenos, France",2,2,Air France,Junkers Ju-52,0,2
1947-06-11,"Near Natal, Brazil",18,5,Flota Aérea Mercante Argentina,Avro 691 Lancastrian,3,2
1947-06-13,"Leesburg, Virginia",50,50,Pennsylvania Central Airlines,Douglas DC-4 (C-54-DO),47,3
1947-06-19,"Al Mayadin, Syria",36,14,Pan American World Airways,Lockheed 049-46-21 Constellation,7,7
1947-06-21,"Black Sea, Gulf of Karkinitsky",29,8,Aeroflot,Li-2,6,2
1947-07-01,"Near Eaeka, French Cameroons",13,13,Air France,Junkers JU-52/3m,10,3
1947-07-13,"Melbourne, Florida",36,14,Burke Air Transport,Douglas DC-3,12,2
1947-07-16,"Az-Zubair, Iran",6,6,British Overseas Airways,Avro 685 York,0,6
1947-07-25,"Moron, Argentina",6,2,Flota Aérea Mercante Argentina,Avro 685 York I,0,2
1947-07-31,"Near Yumen, China",26,26,Military - Chinese Air Force,Douglas C-47,22,4
1947-08-02,"Andes, Argentina",11,11,British South American Airways,Avro 691 Lancastrian 3,6,5
1947-08-06,North Pacific Ocean,20,20,Military - U.S. Navy,Consolidated PBY-5A Catalina,15,5
1947-08-08,"New York, New York",5,3,American Airlines,Douglas DC-3C,1,2
1947-08-09,"Malmo, Sweden",5,1,AB Aerotransport,Douglas DC-3F,0,1
1947-08-13,"Bucharest, Romania",8,3,Transporturile Aeriene Romano-Sovietice,Lisunov Li-2,3,0
1947-08-21,"Hanksville, Utah",3,3,Slick Airways,Curtiss C-46E,1,2
1947-08-23,"Bahrain, Persian Gulf",26,10,British Overseas Airways,Short Sandringham 5 (flying boat),7,3
1947-08-28,"Harsiad, Norway",35,35,Norwegian Airlines,Short Sandringham (flying boat),27,8
1947-10-08,"Near El Paso, Texas",54,0,American Airlines,Douglas DC-4,0,0
1947-10-14,"Ocean, 800 miles east of Newfoundland",69,0,American International Airways,Boeing 314A,0,0
1947-10-16,"Off Cartegena, Spain",43,41,Societe Aerienne du Littoral,Bristol 170 Freighter I,38,4
1947-10-16,"Sylva, North Carolina",3,3,Stratofreight,Douglas DC-3,1,2
1947-10-24,"Bryce Canyon, Utah",53,53,United Air Lines,Douglas DC-6,48,5
1947-10-26,"Near Mt. Hymettus, Greece",44,44,AB Aerotransport,Douglas DC-4-1009,36,8
1947-10-26,"Annette Island, Alaska",18,18,Pan American World Airways,Douglas DC-4A,13,5
1947-10-31,"Near Srinagar, India",25,25,Military - Royal Indian Air Force,Douglas C-47B,22,3
1947-11-02,"Off Barrio Rizal, Philippines",5,5,Philippine Air Express,Douglas DC-3,3,2
1947-11-13,"Near Bouchox, France",2,2,Société Auxiliare de Navigation Aérienne,Junkers Ju-52/3m,0,2
1947-11-18,"Newcastle, Delaware",5,5,Trans Continental and Western Air,Lockheed L-049-46-26 Constellation,0,5
1947-11-18,"Ravello, Italy",25,20,Trafik-Turist-Transportflyg,Bristol 170 Freighter XI,16,4
1947-11-21,"Phouznicie, Romania",26,13,TARS,Lisunov Li-2,8,5
1947-11-27,"Yakutat, Alaska",13,13,Columbia Air Cargo,Douglas DC-3C,11,2
1947-11-27,"Montenegrin Mountains, Yugoslavia",22,22,JAT Yugoslav Airlines,Lisunov LI-2,19,3
1947-11-28,"Near Trappa, Italy",20,20,Military - U.S. Air Force,Douglas C-47B,15,5
1947-11-30,"Seattle, Washington",28,8,Alaska Airlines,Douglas C-54A,7,1
1947-12-10,"Near Goose Bay, Labrador",29,23,Military - U.S. Air Force,Douglas C-54D-DC (DC-4),22,1
1947-12-11,"Near Memphis, Tennessee",20,20,Military - U.S. Air Force,Douglas C-47-DK,16,4
1947-12-18,"Krasnoyarsk, Russia",25,9,Aeroflot,Ilyushin IL-12,3,4
1947-12-27,"Korangi Creek, India",23,23,Air India,Douglas DC-3 (C-47),19,4
1947-12-28,"Leon, Mexico",10,5,Servicio Aéreo Panini,Douglas DC-2-172,3,2
1948-01-06,"Paris, France",16,16,Air France,Douglas DC-3D,11,5
1948-01-06,"Ruislip, England",18,1,British European Airways,Vickers 610 Viking 1B,0,1
1948-01-07,"Near Savannah, Georgia",27,18,Coastal Air Lines,Douglas DC-3,17,1
1948-01-08,"Near Palestro, Algeria",9,9,Transport Comp. Algerienne de T.A.,Douglas DC-3,7,2
1948-01-11,"Ciudad Havajillo, Dominican Republic",32,32,Dominicana,Douglas DC-3,29,3
1948-01-13,"Oxon Hill, Maryland",9,5,Eastern Air Lines,Douglas DC-3-201F,3,2
1948-01-20,"Near Mukden, China",54,11,China National Aviation Corporation,Curtiss C-46,11,0
1948-01-28,"Diablo Mts., California",32,32,Airline Transport Carriers,Douglas DC-3 (C-47B-DK),29,3
1948-01-30,"Atlantic Ocean, NE of Bermuda",31,31,British South American Airways,Avro 688 Tudor I,25,6
1948-02-07,"Off Jacksonville, Florida",69,1,Eastern Air Lines,Lockheed L-649 Constellation,0,1
1948-02-10,"Near Padalarang, Indonesia",19,19,KLM Royal Dutch Airlines,Douglas DC-3,15,4
1948-02-12,"Ubrichstein, Germany",21,12,Det Danske Luftfartselskab,Douglas DC-3,8,4
1948-02-20,"Collesalvetti,  Italy",10,7,Società Aerea Teseo,Douglas C-47-DL,4,3
1948-02-21,"Off St. Marcouf, France",14,14,Latecoere Airlines,Latecoere 631 (flying boat),7,7
1948-02-23,"Davao, Philippines",12,12,Commercial Airways,Douglas DC-3,9,3
1948-02-25,"Columbus, Ohio",2,2,Bruning Aviation,Douglas C-47A,0,2
1948-02-27,"Near Belem, Brazil",26,23,Military - Brazilian Air Force,Douglas C-47,17,6
1948-03-02,"Off Perpignan, France",4,4,Société de Transports Aériens,Junkers Ju-52/3m,0,4
1948-03-02,"Heathrow Airport, London, England",22,20,Sabena,Douglas DC-3,17,3
1948-03-07,"Near Skalafell, Iceland",4,4,Loftleidir Icelandic Airlines,Avro Anson,2,2
1948-03-10,"Chicago, Illinois",13,12,Delta Air Lines,Douglas DC-4,8,4
1948-03-12,"Mt. Sanford, Alaska",30,30,Northwest Orient Airlines,Douglas DC-4 (C-54G-1-DO),24,6
1948-03-13,"Sierra Cristais, Brazil",6,6,Cruzeiro,Douglas DC-3,3,3
1948-03-15,"Villa Pinzon, Colombia",14,14,Agencia Interamericana de Aviada,Douglas DC-3 (C47-DL),10,4
1948-03-27,"Monte Cardo, Corsica, France",19,19,Indian National Airlines,Vickers 604 Viking 1B,15,4
1948-04-05,"Near Berlin, Germany",14,14,British European Airways / Military - Soviet Air Force,Vickers Viking 1B & Soviet YAK-3 fighter,10,4
1948-04-10,"Kano, Nigeria",6,1,Air France,Douglas DC-4,0,1
1948-04-15,"Shannon, Ireland",31,30,Pan American World Airways,Lockheed L-049-46 Constellation,20,10
1948-04-18,Territory of New Guinea,37,37,New Guinea Air Traders,Lockheed Hudson IIIA,33,4
1948-04-24,Near Irkutsk Russia,29,28,Aeroflot,Lisnov Li-2,24,4
1948-05-13,"Mount Coron, France",4,4,Skyways of London,de Havilland Dove 1,2,2
1948-05-13,"Near Magazini, Belgian Congo (Zaire)",32,31,Sabena,Douglas DC-4-1009,24,7
1948-05-15,"Vrede, South Africa",13,13,Mercury Aviation,Douglas DC-3-455,8,5
1948-05-16,"Columbus, Ohio",2,2,Slick Airways,Curtiss C-46E,0,2
1948-05-20,"Near Bovingdon, England",4,3,Air Transport Charter,Douglas C-47A,0,3
1948-05-22,"Khabarovsk, Russia",9,8,Aeroflot,Douglas C-47,4,4
1948-05-25,"Albacete, Spain",4,4,Alpha Airways,Handley Page Halifax C-8,0,4
1948-06-10,Isle of Man,8,6,Hargreaves Airways,de Havilland DH-89A Dragon Rapide,5,1
1948-06-17,"Mount Carmel, Pennsylvania",43,43,United Air Lines,Douglas DC-6,39,4
1948-06-17,"Over the Pearl River, China",26,25,Cathy Pacific,PBY Catalina,22,3
1948-06-26,"Maiquetia, Venezuela",17,1,Linea Aeropostal Venezolana,Douglas DC-3,0,1
1948-07-01,"Keerbergen, Belgium",12,8,Avio Linee Italiane,Fiat G.212CP,4,4
1948-07-04,"Northolt, Middlesex, England",39,39,Scandinavian Airlines (SAS),Douglas DC-6 / RAF York,26,13
1948-07-07,"Djiring, French Indo-China",16,16,Aigle Azur,Douglas DC-3,13,3
1948-07-14,"Belem, Brazil",5,5,Aerovias Brasil,Douglas C-47A,2,3
1948-07-16,Pacific Ocean between Hong Kong and Macao,26,25,Cathay Pacific Airways,Consolidated OA-10 Catalina,22,3
1948-07-24,"Cap-des-Rosiers, Quebec, Canada",29,29,Rimouski Airlines,Douglas DC-3,27,2
1948-07-29,"Buenos Aires, Argentina",24,18,ALFA,Short Sandringham 2 (flying boat),16,2
1948-07-29,"Tsingtao, China",19,19,Civil Air Transport,Curtiss C-46D-20-CU,16,3
1948-08-01,"Karachi, Pakistan",4,4,Onzeair,Avro 691 Lancastrian (flying boat),0,4
1948-08-01,"Dakar, Atlantic Ocean",52,52,Air France,Latecoere 631 (flying boat),40,12
1948-08-09,"Port Underwood, New Zealand",2,2,New Zealand National Airways,Douglas C-47B,0,2
1948-08-20,"La Guaira, Venezuela",3,3,Avensa,Douglas C-47A,0,3
1948-08-29,"Near Winona, Minnesota",37,37,Northwest Orient Airlines,Martin 202,33,4
1948-08-31,"Near Elizabethville, Belgium Congo",13,13,Sabena,Douglas DC-3 (Douglas C-47A-10-DK),10,3
1948-09-02,"Near Quirindi, Australia",13,13,Australian National Airways,Douglas DC-3,10,3
1948-09-30,"Balkhash, Kazakhstan",15,15,Aeroflot,Lisunov LI-2,11,4
1948-10-02,"Near Trondheim, Norway",45,19,Norwegian Airlines,Short Sandringham 6 (flying boat),16,3
1948-10-12,"Near Yevlakh, Azerbaijan, USSR",10,10,Aeroflot,Ilyushin Il12,4,6
1948-10-21,"Prestwick Airport, Scotland",40,40,KLM Royal Dutch Airlines,Lockheed 049-46-25 Constellation,30,10
